"","replicate","dpi","cal_day","pot","dead","saliva","menu","egglay_tonight","egglay_last night","egglay_pic","alive","for_eip_not_mirs","sg_dissected"
"1335","r08",3,2025-05-18,"cc276",1,NA,"s",1,"1",1,6,NA,0
"1336","r08",3,2025-05-18,"ci276",0,NA,"s",1,"1",1,6,NA,0
"1337","r08",4,2025-05-19,"kc270",2,NA,"s",1,"1",1,0,NA,0
"1338","r08",4,2025-05-19,"ki270",3,NA,"s",1,"1",1,0,NA,0
"1339","r08",4,2025-05-19,"cc270",3,NA,"s",1,"1",1,0,NA,0
"1340","r08",4,2025-05-19,"ci270",19,NA,"s",1,"1",1,0,NA,0
"1341","r08",4,2025-05-19,"kc276",4,NA,"s",1,"1",1,0,NA,0
"1342","r08",4,2025-05-19,"ki276",2,NA,"s",1,"1",1,0,NA,0
"1343","r08",4,2025-05-19,"cc276",5,NA,"s",1,"1",1,0,NA,0
"1344","r08",4,2025-05-19,"ci276",9,NA,"s",1,"1",1,0,NA,0
"1345","r08",5,2025-05-20,"kc270",2,NA,"s",1,"1",1,0,NA,0
"1346","r08",5,2025-05-20,"ki270",6,NA,"s",1,"1",1,0,NA,0
"1347","r08",5,2025-05-20,"cc270",3,NA,"s",1,"1",1,0,NA,0
"1348","r08",5,2025-05-20,"ci270",9,NA,"s",1,"1",1,0,NA,0
"1349","r08",5,2025-05-20,"kc276",8,NA,"s",1,"1",1,0,NA,0
"1350","r08",5,2025-05-20,"ki276",2,NA,"s",1,"1",1,0,NA,0
"1351","r08",5,2025-05-20,"cc276",6,NA,"s",1,"1",1,0,NA,0
"1352","r08",5,2025-05-20,"ci276",9,NA,"s",1,"1",1,0,NA,0
"1353","r08",6,2025-05-21,"kc270",3,NA,"s",1,"1",1,6,NA,0
"1354","r08",6,2025-05-21,"ki270",2,NA,"s",1,"1",1,6,NA,0
"1355","r08",6,2025-05-21,"cc270",1,NA,"s",1,"1",1,6,NA,0
"1356","r08",6,2025-05-21,"ci270",7,NA,"s",1,"1",1,6,NA,0
"1357","r08",6,2025-05-21,"kc276",4,NA,"s",1,"1",1,6,NA,0
"1358","r08",6,2025-05-21,"ki276",4,NA,"s",1,"1",1,6,NA,0
"1359","r08",6,2025-05-21,"cc276",6,NA,"s",1,"1",1,6,NA,0
"1360","r08",6,2025-05-21,"ci276",11,NA,"s",1,"1",1,6,NA,0
"1361","r08",7,2025-05-22,"kc270",4,NA,"w",1,"1",1,0,NA,0
"1362","r08",7,2025-05-22,"ki270",4,NA,"w",1,"1",1,4,1,8
"1363","r08",7,2025-05-22,"cc270",2,NA,"w",1,"1",1,0,NA,0
"1364","r08",7,2025-05-22,"ci270",3,NA,"w",1,"1",1,4,1,8
"1365","r08",7,2025-05-22,"kc276",3,NA,"w",1,"1",1,0,NA,0
"1366","r08",7,2025-05-22,"ki276",2,NA,"w",1,"1",1,4,1,8
"1367","r08",7,2025-05-22,"cc276",8,NA,"w",1,"1",1,0,NA,0
"1368","r08",7,2025-05-22,"ci276",9,NA,"w",1,"1",1,4,1,8
"1369","r08",8,2025-05-23,"kc270",2,NA,"bs",1,"1",1,0,NA,0
"1370","r08",8,2025-05-23,"ki270",2,NA,"bs",1,"1",1,4,1,8
"1371","r08",8,2025-05-23,"cc270",4,NA,"bs",1,"1",1,0,NA,0
"1372","r08",8,2025-05-23,"ci270",8,NA,"bs",1,"1",1,4,1,8
"1373","r08",8,2025-05-23,"kc276",2,NA,"bs",1,"1",1,0,NA,0
"1374","r08",8,2025-05-23,"ki276",1,NA,"bs",1,"1",1,4,1,8
"1375","r08",8,2025-05-23,"cc276",3,NA,"bs",1,"1",1,0,NA,0
"1376","r08",8,2025-05-23,"ci276",16,NA,"bs",1,"1",1,4,1,8
"1377","r08",9,2025-05-24,"kc270",5,NA,"s",1,"1",1,6,NA,0
"1378","r08",9,2025-05-24,"ki270",9,NA,"s",1,"1",1,4,1,8
"1379","r08",9,2025-05-24,"cc270",9,NA,"s",1,"1",1,6,NA,0
"1380","r08",9,2025-05-24,"ci270",5,NA,"s",1,"1",1,4,1,8
"1381","r08",9,2025-05-24,"kc276",4,NA,"s",1,"1",1,6,NA,0
"1382","r08",9,2025-05-24,"ki276",5,NA,"s",1,"1",1,3,1,6
"1383","r08",9,2025-05-24,"cc276",8,NA,"s",1,"1",1,6,NA,0
"1384","r08",9,2025-05-24,"ci276",21,NA,"s",1,"1",1,4,1,8
"1385","r08",10,2025-05-25,"kc270",4,NA,"s",1,"1",1,0,NA,0
"1386","r08",10,2025-05-25,"ki270",4,NA,"s",1,"1",1,4,1,8
"1387","r08",10,2025-05-25,"cc270",2,NA,"s",1,"1",1,0,NA,0
"1388","r08",10,2025-05-25,"ci270",11,NA,"s",1,"1",1,4,1,8
"1389","r08",10,2025-05-25,"kc276",3,NA,"s",1,"1",1,0,NA,0
"1390","r08",10,2025-05-25,"ki276",4,NA,"s",1,"1",1,4,1,8
"1391","r08",10,2025-05-25,"cc276",4,NA,"s",1,"1",1,0,NA,0
"1392","r08",10,2025-05-25,"ci276",18,NA,"s",1,"1",1,4,1,8
"1393","r08",11,2025-05-26,"kc270",4,NA,"w",1,"1",1,6,NA,0
"1394","r08",11,2025-05-26,"ki270",0,NA,"w",1,"1",1,4,1,8
"1395","r08",11,2025-05-26,"cc270",13,NA,"w",1,"1",1,6,NA,0
"1396","r08",11,2025-05-26,"ci270",15,NA,"w",1,"1",1,4,1,8
"1397","r08",11,2025-05-26,"kc276",5,NA,"w",1,"1",1,6,NA,0
"1398","r08",11,2025-05-26,"ki276",5,NA,"w",1,"1",1,4,1,8
"1399","r08",11,2025-05-26,"cc276",6,NA,"w",1,"1",1,6,NA,0
"1400","r08",11,2025-05-26,"ci276",7,NA,"w",1,"1",1,4,1,8
"1401","r08",12,2025-05-27,"kc270",3,NA,"bs",1,"1",1,0,NA,0
"1402","r08",12,2025-05-27,"ki270",1,NA,"bs",1,"1",1,4,1,8
"1403","r08",12,2025-05-27,"cc270",11,NA,"bs",1,"1",1,0,NA,0
"1404","r08",12,2025-05-27,"ci270",6,NA,"bs",1,"1",1,4,1,8
"1405","r08",12,2025-05-27,"kc276",1,NA,"bs",1,"1",1,0,NA,0
"1406","r08",12,2025-05-27,"ki276",5,NA,"bs",1,"1",1,5,1,10
"1407","r08",12,2025-05-27,"cc276",7,NA,"bs",1,"1",1,0,NA,0
"1408","r08",12,2025-05-27,"ci276",6,NA,"bs",1,"1",1,4,1,8
"1409","r08",13,2025-05-28,"kc270",10,NA,"s",1,"1",1,6,NA,0
"1410","r08",13,2025-05-28,"ki270",3,NA,"s",1,"1",1,4,1,8
"1411","r08",13,2025-05-28,"cc270",18,NA,"s",1,"1",1,6,NA,0
"1412","r08",13,2025-05-28,"ci270",5,NA,"s",1,"1",1,4,1,8
"1413","r08",13,2025-05-28,"kc276",6,NA,"s",1,"1",1,6,NA,0
"1414","r08",13,2025-05-28,"ki276",8,NA,"s",1,"1",1,3,1,6
"1415","r08",13,2025-05-28,"cc276",15,NA,"s",1,"1",1,6,NA,0
"1416","r08",13,2025-05-28,"ci276",3,NA,"s",1,"1",1,4,1,8
"1417","r08",14,2025-05-29,"kc270",4,NA,"s",1,"1",1,0,NA,0
"1418","r08",14,2025-05-29,"ki270",0,NA,"s",1,"1",1,4,1,8
"1419","r08",14,2025-05-29,"cc270",6,NA,"s",1,"1",1,0,NA,0
"1420","r08",14,2025-05-29,"ci270",0,NA,"s",1,"1",1,4,1,8
"1421","r08",14,2025-05-29,"kc276",2,NA,"s",1,"1",1,0,NA,0
"1422","r08",14,2025-05-29,"ki276",12,NA,"s",1,"1",1,4,1,8
"1423","r08",14,2025-05-29,"cc276",6,NA,"s",1,"1",1,0,NA,0
"1424","r08",14,2025-05-29,"ci276",2,NA,"s",1,"1",1,4,1,8
"1425","r08",15,2025-05-30,"kc270",1,NA,"w",1,"1",1,6,NA,0
"1426","r08",15,2025-05-30,"ki270",1,NA,"w",1,"1",1,4,1,8
"1427","r08",15,2025-05-30,"cc270",3,NA,"w",1,"1",1,6,NA,0
"1428","r08",15,2025-05-30,"ci270",7,NA,"w",1,"1",1,4,1,8
"1429","r08",15,2025-05-30,"kc276",2,NA,"w",1,"1",1,6,NA,0
"1430","r08",15,2025-05-30,"ki276",3,NA,"w",1,"1",1,4,1,8
"1431","r08",15,2025-05-30,"cc276",2,NA,"w",1,"1",1,6,NA,0
"1432","r08",15,2025-05-30,"ci276",0,NA,"w",1,"1",1,4,1,8
"1433","r08",16,2025-05-31,"kc270",7,NA,"bs",1,"1",1,0,NA,0
"1434","r08",16,2025-05-31,"ki270",1,NA,"bs",1,"1",1,4,1,8
"1435","r08",16,2025-05-31,"cc270",8,NA,"bs",1,"1",1,0,NA,0
"1436","r08",16,2025-05-31,"ci270",4,NA,"bs",1,"1",1,4,1,8
"1437","r08",16,2025-05-31,"kc276",7,NA,"bs",1,"1",1,0,NA,0
"1438","r08",16,2025-05-31,"ki276",3,NA,"bs",1,"1",1,4,1,8
"1439","r08",16,2025-05-31,"cc276",4,NA,"bs",1,"1",1,0,NA,0
"1440","r08",16,2025-05-31,"ci276",3,NA,"bs",1,"1",1,4,1,8
"1441","r08",17,2025-06-01,"kc270",4,NA,"s",1,"1",1,6,NA,0
"1442","r08",17,2025-06-01,"ki270",1,NA,"s",1,"1",1,4,1,8
"1443","r08",17,2025-06-01,"cc270",2,NA,"s",1,"1",1,6,NA,0
"1444","r08",17,2025-06-01,"ci270",1,NA,"s",0,"1",1,4,1,8
"1445","r08",17,2025-06-01,"kc276",1,NA,"s",1,"1",1,6,NA,0
"1446","r08",17,2025-06-01,"ki276",2,NA,"s",1,"1",1,4,1,8
"1447","r08",17,2025-06-01,"cc276",3,NA,"s",1,"1",1,6,NA,0
"1448","r08",17,2025-06-01,"ci276",0,NA,"s",1,"1",1,4,1,8
"1449","r08",18,2025-06-02,"kc270",0,NA,"s",1,"1",1,0,NA,0
"1450","r08",18,2025-06-02,"ki270",0,NA,"s",1,"1",1,4,1,8
"1451","r08",18,2025-06-02,"cc270",6,NA,"s",1,"1",1,0,NA,0
"1452","r08",18,2025-06-02,"ci270",0,NA,"s",0,"-",0,0,NA,0
"1453","r08",18,2025-06-02,"kc276",2,NA,"s",1,"1",1,0,NA,0
"1454","r08",18,2025-06-02,"ki276",2,NA,"s",1,"1",1,4,1,8
"1455","r08",18,2025-06-02,"cc276",3,NA,"s",1,"1",1,0,NA,0
"1456","r08",18,2025-06-02,"ci276",1,NA,"s",1,"1",1,3,1,6
"1457","r08",19,2025-06-03,"kc270",4,NA,"w",1,"1",1,6,NA,0
"1458","r08",19,2025-06-03,"ki270",0,NA,"w",1,"1",1,2,1,4
"1459","r08",19,2025-06-03,"cc270",2,NA,"w",1,"1",1,6,NA,0
"1460","r08",19,2025-06-03,"ci270",0,NA,"w",1,"-",0,0,NA,0
"1461","r08",19,2025-06-03,"kc276",2,NA,"w",1,"1",1,6,NA,0
"1462","r08",19,2025-06-03,"ki276",3,NA,"w",1,"1",1,4,1,8
"1463","r08",19,2025-06-03,"cc276",3,NA,"w",1,"1",1,6,NA,0
"1464","r08",19,2025-06-03,"ci276",0,NA,"w",1,"-",0,0,NA,0
"1465","r08",20,2025-06-04,"kc270",0,NA,"s",1,"1",1,0,NA,0
"1466","r08",20,2025-06-04,"ki270",0,NA,"s",1,"-",0,0,NA,0
"1467","r08",20,2025-06-04,"cc270",0,NA,"s",1,"1",1,0,NA,0
"1468","r08",20,2025-06-04,"ci270",0,NA,"s",1,"-",0,0,NA,0
"1469","r08",20,2025-06-04,"kc276",2,NA,"s",1,"1",1,0,NA,0
"1470","r08",20,2025-06-04,"ki276",1,NA,"s",1,"1",1,4,1,8
"1471","r08",20,2025-06-04,"cc276",1,NA,"s",1,"1",1,0,NA,0
"1472","r08",20,2025-06-04,"ci276",0,NA,"s",1,"-",0,0,NA,0
"1473","r08",21,2025-06-05,"kc270",1,NA,"s",1,"1",1,6,NA,0
"1474","r08",21,2025-06-05,"ki270",0,NA,"s",1,"-",0,0,NA,0
"1475","r08",21,2025-06-05,"cc270",0,NA,"s",1,"1",1,5,NA,0
"1476","r08",21,2025-06-05,"ci270",0,NA,"s",1,"-",0,0,NA,0
"1477","r08",21,2025-06-05,"kc276",2,NA,"s",1,"1",1,6,NA,0
"1478","r08",21,2025-06-05,"ki276",1,NA,"s",1,"1",1,4,1,8
"1479","r08",21,2025-06-05,"cc276",3,NA,"s",1,"1",1,2,NA,0
"1480","r08",21,2025-06-05,"ci276",0,NA,"s",1,"-",0,0,NA,0
"1481","r08",22,2025-06-06,"kc270",0,NA,"s",1,"1",1,0,NA,0
"1482","r08",22,2025-06-06,"ki270",0,NA,"s",1,"-",0,0,NA,0
"1483","r08",22,2025-06-06,"cc270",0,NA,"s",1,"-",0,0,NA,0
"1484","r08",22,2025-06-06,"ci270",0,NA,"s",1,"-",0,0,NA,0
"1485","r08",22,2025-06-06,"kc276",0,NA,"s",1,"1",1,0,NA,0
"1486","r08",22,2025-06-06,"ki276",0,NA,"s",1,"1",1,4,1,8
"1487","r08",22,2025-06-06,"cc276",0,NA,"s",1,"-",0,0,NA,0
"1488","r08",22,2025-06-06,"ci276",0,NA,"s",1,"-",0,0,NA,0
"1489","r08",23,2025-06-07,"kc270",0,NA,"s",1,"1",1,7,NA,0
"1490","r08",23,2025-06-07,"ki270",0,NA,"s",1,"-",0,0,NA,0
"1491","r08",23,2025-06-07,"cc270",0,NA,"s",1,"-",0,0,NA,0
"1492","r08",23,2025-06-07,"ci270",0,NA,"s",1,"-",0,0,NA,0
"1493","r08",23,2025-06-07,"kc276",1,NA,"s",1,"1",1,3,NA,0
"1494","r08",23,2025-06-07,"ki276",0,NA,"s",1,"-",0,0,NA,0
"1495","r08",23,2025-06-07,"cc276",0,NA,"s",1,"-",0,0,NA,0
"1496","r08",23,2025-06-07,"ci276",0,NA,"s",1,"-",0,0,NA,0
"1497","r09",1,2025-07-10,"kc270",4,NA,"s",1,"-",0,0,NA,0
"1498","r09",1,2025-07-10,"ki270",2,NA,"s",1,"-",0,0,NA,0
"1499","r09",1,2025-07-10,"cc270",1,NA,"s",1,"-",0,0,NA,0
"1500","r09",1,2025-07-10,"ci270",5,NA,"s",1,"-",0,0,NA,0
"1501","r09",1,2025-07-10,"kc276",0,NA,"s",1,"-",0,0,NA,0
"1502","r09",1,2025-07-10,"ki276",6,NA,"s",1,"-",0,0,NA,0
"1503","r09",1,2025-07-10,"cc276",4,NA,"s",1,"-",0,0,NA,0
"1504","r09",1,2025-07-10,"ci276",5,NA,"s",1,"-",0,0,NA,0
"1505","r09",2,2025-07-11,"kc270",0,NA,"s",1,"1",1,0,NA,0
"1506","r09",2,2025-07-11,"ki270",4,NA,"s",1,"1",1,0,NA,0
"1507","r09",2,2025-07-11,"cc270",0,NA,"s",1,"1",1,0,NA,0
"1508","r09",2,2025-07-11,"ci270",0,NA,"s",1,"1",1,0,NA,0
"1509","r09",2,2025-07-11,"kc276",0,NA,"s",1,"1",1,0,NA,0
"1510","r09",2,2025-07-11,"ki276",1,NA,"s",1,"1",1,0,NA,0
"1511","r09",2,2025-07-11,"cc276",0,NA,"s",1,"1",1,0,NA,0
"1512","r09",2,2025-07-11,"ci276",4,NA,"s",1,"1",1,0,NA,0
"1513","r09",3,2025-07-12,"kc270",1,NA,"s",1,"1",1,6,NA,0
"1514","r09",3,2025-07-12,"ki270",2,NA,"s",1,"1",1,6,NA,0
"1515","r09",3,2025-07-12,"cc270",2,NA,"s",1,"1",1,6,NA,0
"1516","r09",3,2025-07-12,"ci270",10,NA,"s",1,"1",1,6,NA,0
"1517","r09",3,2025-07-12,"kc276",0,NA,"s",1,"1",1,6,NA,0
"1518","r09",3,2025-07-12,"ki276",5,NA,"s",1,"1",1,6,NA,0
"1519","r09",3,2025-07-12,"cc276",2,NA,"s",1,"1",1,6,NA,0
"1520","r09",3,2025-07-12,"ci276",11,NA,"s",1,"1",1,6,NA,0
"1521","r09",4,2025-07-13,"kc270",2,NA,"s",1,"1",1,0,NA,0
"1522","r09",4,2025-07-13,"ki270",18,NA,"s",1,"1",1,0,NA,0
"1523","r09",4,2025-07-13,"cc270",1,NA,"s",1,"1",1,0,NA,0
"1524","r09",4,2025-07-13,"ci270",14,NA,"s",1,"1",1,0,NA,0
"1525","r09",4,2025-07-13,"kc276",4,NA,"s",1,"1",1,0,NA,0
"1526","r09",4,2025-07-13,"ki276",14,NA,"s",1,"1",1,0,NA,0
"1527","r09",4,2025-07-13,"cc276",5,NA,"s",1,"1",1,0,NA,0
"1528","r09",4,2025-07-13,"ci276",13,NA,"s",1,"1",1,0,NA,0
"1529","r09",5,2025-07-14,"kc270",0,NA,"s",1,"1",1,0,NA,0
"1530","r09",5,2025-07-14,"ki270",13,NA,"s",1,"1",1,0,NA,0
"1531","r09",5,2025-07-14,"cc270",0,NA,"s",1,"1",1,0,NA,0
"1532","r09",5,2025-07-14,"ci270",11,NA,"s",1,"1",1,0,NA,0
"1533","r09",5,2025-07-14,"kc276",0,NA,"s",1,"1",1,0,NA,0
"1534","r09",5,2025-07-14,"ki276",8,NA,"s",1,"1",1,0,NA,0
"1535","r09",5,2025-07-14,"cc276",10,NA,"s",1,"1",1,0,NA,0
"1536","r09",5,2025-07-14,"ci276",16,NA,"w",1,"1",1,0,NA,0
"1537","r09",6,2025-07-15,"kc270",1,NA,"w",1,"1",1,6,NA,0
"1538","r09",6,2025-07-15,"ki270",4,NA,"w",1,"1",1,6,NA,0
"1539","r09",6,2025-07-15,"cc270",0,NA,"w",1,"1",1,6,NA,0
"1540","r09",6,2025-07-15,"ci270",7,NA,"w",1,"1",1,6,NA,0
"1541","r09",6,2025-07-15,"kc276",0,NA,"w",1,"1",1,6,NA,0
"1542","r09",6,2025-07-15,"ki276",9,NA,"w",1,"1",1,6,NA,0
"1543","r09",6,2025-07-15,"cc276",6,NA,"w",1,"1",1,6,NA,0
"1544","r09",6,2025-07-15,"ci276",9,NA,"w",1,"1",1,6,NA,0
"1545","r09",7,2025-07-16,"kc270",3,NA,"bs",1,"1",1,0,NA,0
"1546","r09",7,2025-07-16,"ki270",1,NA,"bs",1,"1",1,4,1,8
"1547","r09",7,2025-07-16,"cc270",2,NA,"bs",1,"1",1,0,NA,0
"1548","r09",7,2025-07-16,"ci270",13,NA,"bs",1,"1",1,4,1,8
"1549","r09",7,2025-07-16,"kc276",0,NA,"bs",1,"1",1,0,NA,0
"1550","r09",7,2025-07-16,"ki276",2,NA,"bs",1,"1",1,4,1,8
"1551","r09",7,2025-07-16,"cc276",8,NA,"bs",1,"1",1,0,NA,0
"1552","r09",7,2025-07-16,"ci276",5,NA,"bs",1,"1",1,4,1,8
"1553","r09",8,2025-07-17,"kc270",0,NA,"s",1,"1",1,0,NA,0
"1554","r09",8,2025-07-17,"ki270",10,NA,"s",1,"1",1,4,1,8
"1555","r09",8,2025-07-17,"cc270",4,NA,"s",1,"1",1,0,NA,0
"1556","r09",8,2025-07-17,"ci270",5,NA,"s",1,"1",1,4,1,8
"1557","r09",8,2025-07-17,"kc276",4,NA,"s",1,"1",1,0,NA,0
"1558","r09",8,2025-07-17,"ki276",12,NA,"s",1,"1",1,4,1,8
"1559","r09",8,2025-07-17,"cc276",9,NA,"s",1,"1",1,0,NA,0
"1560","r09",8,2025-07-17,"ci276",11,NA,"s",1,"1",1,4,1,8
"1561","r09",9,2025-07-18,"kc270",0,NA,"s",1,"1",1,6,NA,0
"1562","r09",9,2025-07-18,"ki270",15,NA,"s",1,"1",1,4,1,8
"1563","r09",9,2025-07-18,"cc270",3,NA,"s",1,"1",1,6,NA,0
"1564","r09",9,2025-07-18,"ci270",5,NA,"s",1,"1",1,4,1,8
"1565","r09",9,2025-07-18,"kc276",6,NA,"s",1,"1",1,6,NA,0
"1566","r09",9,2025-07-18,"ki276",19,NA,"s",1,"1",1,4,1,8
"1567","r09",9,2025-07-18,"cc276",8,NA,"s",1,"1",1,6,NA,0
"1568","r09",9,2025-07-18,"ci276",2,NA,"s",1,"1",1,4,1,8
"1569","r09",10,2025-07-19,"kc270",2,NA,"w",1,"1",1,0,NA,0
"1570","r09",10,2025-07-19,"ki270",2,NA,"w",1,"1",1,4,1,8
"1571","r09",10,2025-07-19,"cc270",2,NA,"w",1,"1",1,0,NA,0
"1572","r09",10,2025-07-19,"ci270",1,NA,"w",1,"1",1,4,1,8
"1573","r09",10,2025-07-19,"kc276",0,NA,"w",1,"1",1,0,NA,0
"1574","r09",10,2025-07-19,"ki276",2,NA,"w",1,"1",1,4,1,8
"1575","r09",10,2025-07-19,"cc276",2,NA,"w",1,"1",1,0,NA,0
"1576","r09",10,2025-07-19,"ci276",2,NA,"w",1,"1",1,4,1,8
"1577","r09",11,2025-07-20,"kc270",5,NA,"s",1,"1",1,6,NA,0
"1578","r09",11,2025-07-20,"ki270",2,NA,"s",1,"1",1,6,0,0
"1579","r09",11,2025-07-20,"cc270",7,NA,"s",1,"1",1,6,NA,0
"1580","r09",11,2025-07-20,"ci270",5,NA,"s",1,"1",1,6,0,0
"1581","r09",11,2025-07-20,"kc276",6,NA,"s",1,"1",1,6,NA,0
"1582","r09",11,2025-07-20,"ki276",12,NA,"s",1,"1",1,4,1,8
"1583","r09",11,2025-07-20,"cc276",4,NA,"s",1,"1",1,6,NA,0
"1584","r09",11,2025-07-20,"ci276",5,NA,"s",1,"1",1,4,1,8
"1585","r09",12,2025-07-21,"kc270",1,NA,"s",1,"1",1,0,NA,0
"1586","r09",12,2025-07-21,"ki270",3,NA,"s",1,"1",1,0,NA,0
"1587","r09",12,2025-07-21,"cc270",4,NA,"s",1,"1",1,0,NA,0
"1588","r09",12,2025-07-21,"ci270",6,NA,"s",1,"1",1,0,NA,0
"1589","r09",12,2025-07-21,"kc276",3,NA,"s",1,"1",1,0,NA,0
"1590","r09",12,2025-07-21,"ki276",4,NA,"s",1,"1",1,4,1,8
"1591","r09",12,2025-07-21,"cc276",4,NA,"s",1,"1",1,0,NA,0
"1592","r09",12,2025-07-21,"ci276",2,NA,"s",1,"1",1,0,NA,0
"1593","r09",13,2025-07-22,"kc270",2,NA,"s",1,"1",1,6,NA,0
"1594","r09",13,2025-07-22,"ki270",6,NA,"s",1,"1",1,6,0,0
"1595","r09",13,2025-07-22,"cc270",4,NA,"s",1,"1",1,6,NA,0
"1596","r09",13,2025-07-22,"ci270",8,NA,"s",1,"1",1,6,0,0
"1597","r09",13,2025-07-22,"kc276",3,NA,"s",1,"1",1,6,NA,0
"1598","r09",13,2025-07-22,"ki276",3,NA,"s",1,"1",1,4,1,8
"1599","r09",13,2025-07-22,"cc276",0,NA,"s",1,"1",1,6,NA,0
"1600","r09",13,2025-07-22,"ci276",1,NA,"s",1,"1",1,6,0,0
"1601","r09",14,2025-07-23,"kc270",1,NA,"w",1,"1",1,0,NA,0
"1602","r09",14,2025-07-23,"ki270",3,NA,"w",1,"1",1,0,NA,0
"1603","r09",14,2025-07-23,"cc270",3,NA,"w",1,"1",1,0,NA,0
"1604","r09",14,2025-07-23,"ci270",4,NA,"w",1,"1",1,0,NA,0
"1605","r09",14,2025-07-23,"kc276",2,NA,"w",1,"1",1,0,NA,0
"1606","r09",14,2025-07-23,"ki276",1,NA,"w",1,"1",1,4,1,8
"1607","r09",14,2025-07-23,"cc276",2,NA,"w",1,"1",1,0,NA,0
"1608","r09",14,2025-07-23,"ci276",1,NA,"w",1,"1",1,0,NA,0
"1609","r09",15,2025-07-24,"kc270",0,NA,"bs",1,"1",1,6,0,0
"1610","r09",15,2025-07-24,"ki270",1,NA,"bs",1,"1",1,6,0,0
"1611","r09",15,2025-07-24,"cc270",1,NA,"bs",1,"1",1,6,0,0
"1612","r09",15,2025-07-24,"ci270",4,NA,"bs",1,"1",1,6,0,0
"1613","r09",15,2025-07-24,"kc276",1,NA,"bs",1,"1",1,6,0,0
"1614","r09",15,2025-07-24,"ki276",0,NA,"bs",1,"1",1,4,1,8
"1615","r09",15,2025-07-24,"cc276",2,NA,"bs",1,"1",1,6,0,0
"1616","r09",15,2025-07-24,"ci276",0,NA,"bs",1,"1",1,6,0,0
"1617","r09",16,2025-07-25,"kc270",1,NA,"s",1,"1",1,0,0,0
"1618","r09",16,2025-07-25,"ki270",2,NA,"s",1,"1",1,0,0,0
"1619","r09",16,2025-07-25,"cc270",3,NA,"s",1,"1",1,0,0,0
"1620","r09",16,2025-07-25,"ci270",3,NA,"s",1,"1",1,0,0,0
"1621","r09",16,2025-07-25,"kc276",1,NA,"s",1,"1",1,0,0,0
"1622","r09",16,2025-07-25,"ki276",1,NA,"s",1,"1",1,4,1,8
"1623","r09",16,2025-07-25,"cc276",3,NA,"s",1,"1",1,0,0,0
"1624","r09",16,2025-07-25,"ci276",0,NA,"s",1,"1",1,0,0,0
"1625","r09",17,2025-07-26,"kc270",1,NA,"s",1,"1",1,6,0,0
"1626","r09",17,2025-07-26,"ki270",2,NA,"s",1,"1",1,6,0,0
"1627","r09",17,2025-07-26,"cc270",1,NA,"s",1,"1",1,6,0,0
"1628","r09",17,2025-07-26,"ci270",0,NA,"s",1,"1",1,6,0,0
"1629","r09",17,2025-07-26,"kc276",5,NA,"s",1,"1",1,6,0,0
"1630","r09",17,2025-07-26,"ki276",4,NA,"s",1,"1",1,4,1,8
"1631","r09",17,2025-07-26,"cc276",1,NA,"s",1,"1",1,6,0,0
"1632","r09",17,2025-07-26,"ci276",0,NA,"s",1,"1",1,6,0,0
"1633","r09",18,2025-07-27,"kc270",1,NA,"w",1,"1",1,0,0,0
"1634","r09",18,2025-07-27,"ki270",0,NA,"w",1,"1",1,0,0,0
"1635","r09",18,2025-07-27,"cc270",2,NA,"w",1,"1",1,0,0,0
"1636","r09",18,2025-07-27,"ci270",0,NA,"w",1,"1",1,0,0,0
"1637","r09",18,2025-07-27,"kc276",1,NA,"w",1,"1",1,0,0,0
"1638","r09",18,2025-07-27,"ki276",0,NA,"w",1,"1",1,4,1,8
"1639","r09",18,2025-07-27,"cc276",0,NA,"w",1,"1",1,0,0,0
"1640","r09",18,2025-07-27,"ci276",0,NA,"w",1,"1",1,0,0,0
"1641","r09",19,2025-07-28,"kc270",0,NA,"s",1,"1",1,6,0,0
"1642","r09",19,2025-07-28,"ki270",2,NA,"s",1,"1",1,6,0,0
"1643","r09",19,2025-07-28,"cc270",3,NA,"s",1,"1",1,6,0,0
"1644","r09",19,2025-07-28,"ci270",0,NA,"s",1,"1",1,6,0,0
"1645","r09",19,2025-07-28,"kc276",3,NA,"s",1,"1",1,6,0,0
"1646","r09",19,2025-07-28,"ki276",0,NA,"s",1,"1",1,4,1,8
"1647","r09",19,2025-07-28,"cc276",1,NA,"s",1,"1",1,6,0,0
"1648","r09",19,2025-07-28,"ci276",0,NA,"s",1,"1",1,3,0,0
"1649","r09",20,2025-07-29,"kc270",0,NA,"s",1,"1",1,0,0,0
"1650","r09",20,2025-07-29,"ki270",1,NA,"s",1,"1",1,0,0,0
"1651","r09",20,2025-07-29,"cc270",1,NA,"s",1,"1",1,0,0,0
"1652","r09",20,2025-07-29,"ci270",0,NA,"s",1,"1",1,0,0,0
"1653","r09",20,2025-07-29,"kc276",1,NA,"s",1,"1",1,0,0,0
"1654","r09",20,2025-07-29,"ki276",0,NA,"s",1,"1",1,4,1,8
"1655","r09",20,2025-07-29,"cc276",0,NA,"s",1,"-",0,0,0,0
"1656","r09",20,2025-07-29,"ci276",0,NA,"s",1,"-",0,0,0,0
"1657","r09",21,2025-07-30,"kc270",0,NA,"s",1,"1",1,6,0,0
"1658","r09",21,2025-07-30,"ki270",0,NA,"s",1,"1",1,6,0,0
"1659","r09",21,2025-07-30,"cc270",1,NA,"s",1,"1",1,6,0,0
"1660","r09",21,2025-07-30,"ci270",0,NA,"s",1,"1",1,1,0,0
